,m2,isitma,celly_buildingAge,celly_floortype,location,price,ad_duration,boğaza_bakan,metroya_yakın,teras,eşyalı,bahçeli,bedroom,salon
195,150.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",4500,1,0,1,0,1,0,3,1
196,300.0,Kombi,1,1. Kat,"Sarıyer,Tarabya Mahallesi",15000,1,0,0,0,0,1,5,1
197,100.0,Kombi,30,Ara Kat,"Sarıyer,İstinye Mahallesi",3250,1,0,0,0,0,0,2,1
198,80.0,Kombi,35,1. Kat,"Sarıyer,Yeniköy Mahallesi",3400,6,1,0,0,0,0,2,1
199,100.0,Kombi,20,1. Kat,"Sarıyer,Yeniköy Mahallesi",3750,0,0,0,0,1,0,2,1
200,110.0,Kombi,17,1. Kat,"Sarıyer,Yeniköy Mahallesi",2750,1,1,0,0,0,0,2,1
201,300.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",9000,2,1,0,0,0,1,4,1
202,55.0,Kombi,2,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1750,2,0,0,0,0,0,1,1
203,150.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",3500,0,1,1,1,0,0,3,1
204,133.51399253731344,Kombi,25,Ara Kat,"Sarıyer,Ferahevler Mahallesi",5700,24,0,0,0,0,1,3,1
205,180.0,Kombi,20,Ara Kat,"Sarıyer,Ferahevler Mahallesi",3500,13,0,0,0,0,0,3,1
206,90.0,Kombi,25,Ara Kat,"Sarıyer,Reşitpaşa Mahallesi",2250,8,0,0,0,0,0,2,1
207,145.0,Kombi,8,Ara Kat,"Sarıyer,Ayazağa Mahallesi",2550,2,0,0,0,1,0,2,1
208,95.0,Kombi,20,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1800,2,0,0,0,0,0,2,1
209,90.0,Kombi,25,Ara Kat,"Sarıyer,Reşitpaşa Mahallesi",2250,8,0,0,0,0,0,2,1
210,120.0,Kombi,25,Ara Kat,"Sarıyer,Merkez Mahallesi",2600,12,0,0,0,0,0,3,1
211,133.51399253731344,Kombi,10,1. Kat,"Sarıyer,Uskumruköy Mahallesi",7500,7,0,0,1,0,1,4,1
212,300.0,Kombi,38,Ara Kat,"Sarıyer,Tarabya Mahallesi",15000,12,0,0,0,0,0,3,1
213,133.51399253731344,Kombi,25,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",14000,0,1,0,1,0,0,4,1
214,118.0,Kombi,20,Ara Kat,"Sarıyer,Pınar Mahallesi",3100,0,0,0,0,0,0,3,1
215,85.0,Kombi,11,Ara Kat,"Sarıyer,Yeniköy Mahallesi",2000,4,1,0,0,0,0,1,1
216,100.0,Kombi,15,Ara Kat,"Sarıyer,Ayazağa Mahallesi",2500,28,0,0,0,1,0,2,1
217,97.0,Kombi,24,1. Kat,"Sarıyer,Yeniköy Mahallesi",1700,2,0,0,0,0,0,2,1
218,350.0,Kombi,12,Ara Kat,"Sarıyer,İstinye Mahallesi",20000,0,0,0,0,0,0,5,1
219,50.0,Kombi,15,Ara Kat,"Sarıyer,Tarabya Mahallesi",19500,0,1,0,1,0,0,5,1
220,100.0,Kombi,16,1. Kat,"Sarıyer,Ayazağa Mahallesi",1550,0,0,0,0,0,0,2,1
221,160.0,Kombi,0,Ara Kat,"Sarıyer,Maden Mahallesi",6500,4,0,0,1,0,0,3,1
222,90.0,Kombi,15,Ara Kat,"Sarıyer,Cumhuriyet Mahallesi",1750,10,0,0,0,0,0,2,1
223,85.0,Kombi,25,Ara Kat,"Sarıyer,Yeniköy Mahallesi",1600,2,0,0,0,0,0,1,1
224,80.0,Kombi,26,1. Kat,"Sarıyer,Emirgan Mahallesi",2500,0,1,0,0,0,1,2,1
225,75.0,Kombi,20,1. Kat,"Sarıyer,Reşitpaşa Mahallesi",1500,16,0,0,0,0,1,1,1
226,133.51399253731344,Kombi,15,Ara Kat,"Sarıyer,Yeniköy Mahallesi",20000,2,0,0,1,0,0,3,1
227,104.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",8990,3,0,0,0,1,0,1,1
228,150.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",3100,1,0,1,0,0,0,3,1
229,80.0,Kombi,10,Çatı Katı,"Sarıyer,Cumhuriyet Mahallesi",1600,0,0,0,0,0,0,1,1
230,40.0,Kombi,30,Çatı Katı,"Sarıyer,Tarabya Mahallesi",5500,0,0,0,1,0,0,4,1
231,55.0,Kombi,6,Çatı Katı,"Sarıyer,İstinye Mahallesi",12000,6,0,0,0,0,0,5,1
232,133.51399253731344,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",5500,1,0,0,0,0,0,3,2
233,85.0,Kombi,20,Ara Kat,"Sarıyer,Poligon Mahallesi",1500,0,0,0,0,0,0,2,1
234,100.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",2950,1,0,0,0,0,1,2,1
235,50.0,Kombi,5,Ara Kat,"Sarıyer,İstinye Mahallesi",12000,29,0,0,0,0,0,4,1
236,50.0,Kombi,10,Ara Kat,"Sarıyer,Tarabya Mahallesi",13000,1,0,0,0,0,0,4,1
237,70.0,Kombi,2,Ara Kat,"Sarıyer,Fatih Sultan Mehmet Mahallesi",1300,1,0,0,0,0,0,1,1
238,70.0,Kombi,15,Ara Kat,"Sarıyer,Maden Mahallesi",1000,0,0,0,0,0,0,1,1
239,75.0,Kombi,29,Ara Kat,"Sarıyer,Emirgan Mahallesi",5750,0,1,0,0,0,0,1,1
240,330.0,Kombi,15,Ara Kat,"Sarıyer,İstinye Mahallesi",20000,11,0,0,1,0,0,5,1
241,90.0,Kombi,10,1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",4000,11,0,0,0,0,0,2,1
242,150.0,Kombi,20,Ara Kat,"Sarıyer,Emirgan Mahallesi",6400,3,0,0,0,0,0,3,1
243,120.0,Kombi,15,Ara Kat,"Sarıyer,Merkez Mahallesi",1700,28,0,0,0,0,0,2,1
244,90.0,Kombi,20,1. Kat,"Sarıyer,Çayırbaşı Mahallesi",1800,0,0,0,0,0,1,2,1
245,135.0,Kombi,1,Ara Kat,"Sarıyer,Ayazağa Mahallesi",2000,2,0,0,0,0,0,3,1
246,165.0,Kombi,28,1. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",6000,2,0,0,1,0,0,4,1
247,190.0,Kombi,0,1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",8000,27,0,0,1,0,1,3,1
248,150.0,Kombi,3,Ara Kat,"Sarıyer,Maden Mahallesi",3500,3,0,0,0,0,0,2,1
249,140.0,Kombi,22,Ara Kat,"Sarıyer,İstinye Mahallesi",2800,2,0,0,0,0,0,3,1
250,130.0,Kombi,15,1. Kat,"Sarıyer,Bahçeköy Merkez Mahallesi",2000,1,0,0,0,0,1,3,1
251,70.0,Kombi,18,Bodrum,"Sarıyer,Büyükdere Mahallesi",1100,24,0,0,0,0,0,1,1
252,150.0,Kombi,24,Ara Kat,"Sarıyer,Baltalimanı Mahallesi",3500,8,0,0,0,0,1,3,1
253,183.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",13590,5,0,0,0,1,0,2,1
254,110.0,Kombi,10,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1300,8,0,0,0,0,0,2,1
255,16.0,Kombi,9,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",4500,10,0,0,0,0,0,4,1
256,60.0,Kombi,26,Bodrum,"Sarıyer,Emirgan Mahallesi",1500,10,0,0,0,0,1,1,1
257,80.0,Kombi,4,Ara Kat,"Sarıyer,İstinye Mahallesi",16000,0,0,0,1,0,0,4,1
258,100.0,Kombi,28,Ara Kat,"Sarıyer,İstinye Mahallesi",2500,15,0,0,0,0,0,2,1
259,160.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",3100,1,0,1,0,0,0,3,1
260,130.0,Kombi,25,1. Kat,"Sarıyer,Tarabya Mahallesi",2000,1,0,0,0,0,0,2,1
261,110.0,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",3200,20,0,1,0,0,0,2,1
262,90.0,Kombi,10,Ara Kat,"Sarıyer,İstinye Mahallesi",25000,0,0,0,1,0,0,5,1
263,150.0,Kombi,30,1. Kat,"Sarıyer,İstinye Mahallesi",7900,5,1,0,0,0,0,2,1
264,130.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",4500,1,0,0,0,0,1,2,1
265,170.0,Kombi,3,Ara Kat,"Sarıyer,Tarabya Mahallesi",7000,0,0,0,1,0,0,3,1
266,190.0,Kombi,11,1. Kat,"Sarıyer,Tarabya Mahallesi",9500,0,0,0,0,0,1,3,1
267,100.0,Kombi,35,Ara Kat,"Sarıyer,İstinye Mahallesi",3250,12,0,0,0,0,0,3,1
268,55.0,Kombi,10,Ara Kat,"Sarıyer,Tarabya Mahallesi",13000,3,0,0,1,0,0,4,1
269,120.0,Kombi,20,Ara Kat,"Sarıyer,Reşitpaşa Mahallesi",3000,3,0,0,0,0,0,3,1
270,100.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",2800,1,1,0,0,0,0,2,1
271,110.0,Kombi,11,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1900,0,0,0,0,0,0,2,1
272,300.0,Kombi,40,Ara Kat,"Sarıyer,Emirgan Mahallesi",18000,5,0,0,0,0,0,4,1
273,160.0,Kombi,8,Çatı Katı,"Sarıyer,Ferahevler Mahallesi",6900,0,0,0,1,1,0,3,1
274,115.0,Kombi,15,Ara Kat,"Sarıyer,Ferahevler Mahallesi",3350,3,0,0,0,0,0,3,1
275,95.0,Kombi,30,Ara Kat,"Sarıyer,İstinye Mahallesi",2250,26,0,0,0,0,0,2,1
276,130.0,Kombi,15,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1700,2,0,0,0,0,0,3,1
277,133.51399253731344,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",8000,0,0,0,0,0,1,3,1
278,70.0,Kombi,20,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1550,26,0,0,0,0,0,1,1
279,85.0,Kombi,23,Ara Kat,"Sarıyer,Yeni Mahallesi",1950,15,0,0,0,0,0,2,1
280,133.51399253731344,Kombi,28,1. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",13000,2,1,0,0,0,1,4,1
281,80.0,Kombi,24,Ara Kat,"Sarıyer,Emirgan Mahallesi",1900,10,0,0,0,0,0,2,1
282,300.0,Kombi,7,Ara Kat,"Sarıyer,Maden Mahallesi",7750,2,1,0,0,0,0,4,1
283,350.0,Kombi,5,Çatı Katı,"Sarıyer,İstinye Mahallesi",23000,29,0,0,1,0,0,5,1
284,150.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",5000,1,0,1,0,1,0,3,1
285,150.0,Kombi,15,Ara Kat,"Sarıyer,Tarabya Mahallesi",5000,1,0,1,0,1,0,3,1
286,300.0,Kombi,19,Ara Kat,"Sarıyer,Tarabya Mahallesi",10000,1,1,0,0,0,1,4,1
287,120.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",3750,1,0,0,0,1,0,2,1
288,133.51399253731344,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",8000,0,1,0,0,0,1,3,1
289,90.0,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",2000,17,1,0,0,0,0,2,1
290,74.0,Kombi,8,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1600,5,0,0,0,0,0,1,1
291,50.0,Kombi,20,Ara Kat,"Sarıyer,Emirgan Mahallesi",36000,0,1,0,0,1,1,4,1
292,80.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",7000,1,0,0,0,0,0,4,1
293,330.0,Kombi,15,Ara Kat,"Sarıyer,İstinye Mahallesi",19000,15,0,0,1,0,0,5,1
294,460.0,Kombi,15,1. Kat,"Sarıyer,Tarabya Mahallesi",20000,10,0,0,1,0,1,4,1
295,175.0,Kombi,0,Ara Kat,"Sarıyer,İstinye Mahallesi",23000,3,1,0,0,0,0,3,1
296,140.0,Kombi,30,Ara Kat,"Sarıyer,Büyükdere Mahallesi",4000,40,0,0,0,0,0,3,1
298,136.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",10990,5,0,0,0,1,0,2,1
299,165.0,Kombi,4,Ara Kat,"Sarıyer,Huzur Mahallesi",11990,5,0,0,0,1,0,3,1
300,147.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",13090,5,0,0,0,1,0,2,1
301,130.0,Kombi,20,1. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2850,4,1,1,0,0,0,3,1
302,80.0,Kombi,17,Çatı Katı,"Sarıyer,Maslak Mahallesi",13000,0,0,0,0,0,0,5,1
303,100.0,Kombi,25,Ara Kat,"Sarıyer,İstinye Mahallesi",2500,15,0,0,0,0,0,2,1
304,90.0,Kombi,5,1. Kat,"Sarıyer,Maden Mahallesi",15000,6,0,0,1,0,1,4,1
305,330.0,Kombi,13,Çatı Katı,"Sarıyer,İstinye Mahallesi",20000,26,0,0,1,0,0,5,1
306,300.0,Kombi,25,Ara Kat,"Sarıyer,Emirgan Mahallesi",16000,12,0,0,0,0,0,4,1
307,120.0,Kombi,25,Ara Kat,"Sarıyer,Kireçburnu Mahallesi",4000,1,1,0,0,1,0,2,1
308,136.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",11690,5,0,0,0,1,0,2,1
309,140.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",3650,23,1,1,0,0,0,3,1
310,70.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",7000,1,0,0,0,0,0,4,1
311,160.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",3500,1,0,0,0,1,0,2,1
312,400.0,Kombi,7,Ara Kat,"Sarıyer,İstinye Mahallesi",32500,0,0,0,0,0,0,6,1
313,120.0,Kombi,20,Ara Kat,"Sarıyer,Rumeli Hisarı Mahallesi",2500,35,0,0,0,1,0,3,1
314,160.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",5000,1,0,1,0,1,0,3,1
315,400.0,Kombi,2,Ara Kat,"Sarıyer,Emirgan Mahallesi",16000,12,1,0,1,0,0,5,2
316,120.0,Kombi,25,1. Kat,"Sarıyer,Kireçburnu Mahallesi",3000,1,0,0,0,1,0,2,1
317,111.0,Kombi,4,Çatı Katı,"Sarıyer,Maslak Mahallesi",10390,5,0,0,0,1,0,1,1
318,46.0,Kombi,4,Ara Kat,"Sarıyer,Maslak Mahallesi",5490,3,0,0,0,1,0,1,1
319,330.0,Kombi,10,1. Kat,"Sarıyer,İstinye Mahallesi",20000,10,0,0,1,0,1,5,1
320,160.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",3100,1,0,1,0,0,0,3,1
321,140.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",2100,1,0,0,0,0,0,3,1
322,111.0,Kombi,4,Çatı Katı,"Sarıyer,Maslak Mahallesi",10390,5,0,0,0,1,0,1,1
323,80.0,Kombi,25,1. Kat,"Sarıyer,Tarabya Mahallesi",2400,1,0,0,0,0,1,1,1
324,90.0,Kombi,15,Ara Kat,"Sarıyer,Ayazağa Mahallesi",2200,7,0,0,0,1,0,2,1
325,65.0,Kombi,20,Ara Kat,"Sarıyer,Cumhuriyet Mahallesi",1300,1,0,0,0,0,0,1,1
326,190.0,Kombi,5,Ara Kat,"Sarıyer,Tarabya Mahallesi",7000,2,0,0,1,0,0,3,1
327,50.0,Kombi,8,Ara Kat,"Sarıyer,İstinye Mahallesi",16000,2,0,0,0,0,0,4,1
328,120.0,Kombi,25,Bodrum,"Sarıyer,Cumhuriyet Mahallesi",1750,1,0,0,0,0,0,2,1
329,140.0,Kombi,0,Ara Kat,"Sarıyer,Tarabya Mahallesi",6000,1,1,0,0,0,0,2,1
330,90.0,Kombi,8,Ara Kat,"Sarıyer,Tarabya Mahallesi",3600,0,0,0,0,0,0,2,1
331,118.0,Kombi,20,1. Kat,"Sarıyer,Pınar Mahallesi",2900,0,0,0,0,0,0,3,1
332,450.0,Kombi,7,1. Kat,"Sarıyer,İstinye Mahallesi",35000,0,0,0,1,0,1,6,1
333,300.0,Kombi,10,Ara Kat,"Sarıyer,İstinye Mahallesi",25500,22,0,0,1,0,1,3,1
334,100.0,Kombi,15,Ara Kat,"Sarıyer,Tarabya Mahallesi",7000,1,1,0,0,1,0,2,1
335,330.0,Kombi,15,Ara Kat,"Sarıyer,İstinye Mahallesi",20000,21,0,0,0,0,0,5,1
336,315.0,Kombi,10,Çatı Katı,"Sarıyer,İstinye Mahallesi",23000,7,0,0,0,0,0,4,1
337,150.0,Kombi,14,Ara Kat,"Sarıyer,Tarabya Mahallesi",3000,1,0,1,0,0,0,3,1
338,70.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",7000,1,0,0,0,0,0,4,1
339,150.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",4000,1,0,1,0,0,0,3,1
340,175.0,Kombi,12,Ara Kat,"Sarıyer,İstinye Mahallesi",15500,2,0,0,0,0,0,3,1
341,330.0,Kombi,5,Çatı Katı,"Sarıyer,İstinye Mahallesi",23000,10,0,0,0,0,0,5,1
342,114.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",10190,5,0,0,0,1,0,2,1
343,160.0,Kombi,35,Ara Kat,"Sarıyer,Yeniköy Mahallesi",24000,11,1,0,1,0,0,3,1
344,160.0,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",3150,1,0,1,0,0,0,3,1
346,80.0,Kombi,11,Ara Kat,"Sarıyer,İstinye Mahallesi",16500,15,0,0,0,0,0,4,1
347,133.51399253731344,Kombi,25,Ara Kat,"Sarıyer,Tarabya Mahallesi",3500,1,0,0,1,0,0,3,1
348,50.0,Kombi,10,Ara Kat,"Sarıyer,Tarabya Mahallesi",19500,7,1,0,0,0,0,4,1
349,330.0,Kombi,13,Çatı Katı,"Sarıyer,İstinye Mahallesi",19000,20,0,0,1,0,0,5,1
350,350.0,Kombi,9,Ara Kat,"Sarıyer,İstinye Mahallesi",23000,10,0,0,0,0,0,5,1
351,133.51399253731344,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",16000,2,0,0,0,0,0,4,1
352,150.0,Kombi,14,Ara Kat,"Sarıyer,Tarabya Mahallesi",5000,1,0,1,0,1,0,3,1
353,170.0,Kombi,25,Ara Kat,"Sarıyer,Cumhuriyet Mahallesi",3000,1,0,1,0,0,0,3,1
354,85.0,Kombi,0,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",2500,4,0,0,0,0,0,1,1
355,188.0,Kombi,1,Ara Kat,"Sarıyer,Reşitpaşa Mahallesi",9500,12,0,0,1,0,0,3,1
356,55.0,Kombi,5,Ara Kat,"Sarıyer,Zekeriyaköy Mahallesi",3590,5,0,0,0,1,0,1,1
357,196.0,Kombi,0,Ara Kat,"Sarıyer,Emirgan Mahallesi",11500,15,0,0,0,0,0,3,1
358,190.0,Kombi,25,1. Kat,"Sarıyer,Tarabya Mahallesi",3000,1,0,0,0,1,0,3,1
359,104.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",8990,5,0,0,0,1,0,1,1
360,150.0,Kombi,12,1. Kat,"Sarıyer,İstinye Mahallesi",25990,5,0,0,0,1,0,3,1
361,157.0,Kombi,6,Çatı Katı,"Sarıyer,Zekeriyaköy Mahallesi",7500,3,0,0,1,0,0,2,1
362,60.0,Kombi,25,1. Kat,"Sarıyer,Tarabya Mahallesi",1200,1,1,0,0,0,0,1,1
363,133.51399253731344,Kombi,15,Ara Kat,"Sarıyer,Ferahevler Mahallesi",14900,11,0,0,0,0,0,4,1
364,95.0,Kombi,30,Ara Kat,"Sarıyer,İstinye Mahallesi",2250,26,0,0,0,0,0,1,1
365,104.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",8990,5,0,0,0,1,0,1,1
366,90.0,Kombi,20,Ara Kat,"Sarıyer,Pınar Mahallesi",1500,2,0,0,0,0,0,2,1
367,136.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",11690,5,0,0,0,1,0,2,1
368,145.0,Kombi,25,Ara Kat,"Sarıyer,İstinye Mahallesi",3600,0,1,0,1,0,0,3,1
369,90.0,Kombi,0,1. Kat,"Sarıyer,Tarabya Mahallesi",10000,7,0,0,0,0,1,5,2
370,104.0,Kombi,5,Ara Kat,"Sarıyer,Maslak Mahallesi",9690,5,0,0,0,1,0,1,1
371,120.0,Kombi,0,1. Kat,"Sarıyer,Maden Mahallesi",4750,13,0,0,1,0,0,2,1
372,183.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",12190,5,0,0,0,1,0,2,1
373,180.0,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",16000,10,0,0,0,1,1,3,1
374,114.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",11190,5,0,0,0,1,0,2,1
375,144.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",12490,5,0,0,0,1,0,2,1
376,150.0,Kombi,15,Ara Kat,"Sarıyer,Ferahevler Mahallesi",4250,1,0,0,0,0,0,3,1
377,400.0,Kombi,25,Ara Kat,"Sarıyer,Emirgan Mahallesi",16000,12,1,0,1,0,0,4,2
378,133.51399253731344,Kombi,7,Ara Kat,"Sarıyer,İstinye Mahallesi",14000,0,0,0,0,0,0,3,1
379,136.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",8590,5,0,0,0,1,0,2,1
380,50.0,Kombi,10,Ara Kat,"Sarıyer,Tarabya Mahallesi",19500,7,0,0,1,0,0,4,1
382,65.0,Kombi,8,Ara Kat,"Sarıyer,Ayazağa Mahallesi",1600,5,0,0,0,0,0,1,1
383,136.0,Kombi,5,Çatı Katı,"Sarıyer,Maslak Mahallesi",11690,5,0,0,0,1,0,2,1
384,130.0,Kombi,20,1. Kat,"Sarıyer,Tarabya Mahallesi",3000,1,0,1,0,0,1,2,1
385,120.0,Kombi,25,1. Kat,"Sarıyer,Kireçburnu Mahallesi",3000,1,0,0,0,1,0,2,1
386,56.0,Kombi,5,Ara Kat,"Sarıyer,Maslak Mahallesi",8990,5,0,0,0,1,0,1,1
387,140.0,Kombi,20,Ara Kat,"Sarıyer,Tarabya Mahallesi",3000,1,0,0,0,0,0,2,1
388,80.0,Kombi,25,Ara Kat,"Sarıyer,Cumhuriyet Mahallesi",1500,1,0,1,0,0,0,2,1
